Evidence,Role,Insights,Example,BLEU,METEOR,R-1,R-2,R-L,Reading ease,LLM,Summarizer
plot+table,off,on,off,0.043736,0.154834,0.366572,0.089439,0.163343,35.836537,qwen/qwen3.5-27b,longformer_ext
plot+table,off,on,off,0.016041,0.119312,0.331787,0.097674,0.169374,45.410283,qwen/qwen3.5-27b,t5
plot,off,off,on,0.010152,0.125229,0.32582,0.088296,0.161885,25.560569,qwen/qwen3.5-27b,bart
plot,off,off,on,0.027241,0.209207,0.40906,0.068729,0.166095,17.314848,qwen/qwen3.5-27b,bert
plot,off,off,on,0.014776,0.14775,0.398214,0.093023,0.192857,4.120691,qwen/qwen3.5-27b,longformer_ext
plot,off,off,on,0.002083,0.08326,0.237251,0.04,0.119734,31.434889,qwen/qwen3.5-27b,t5
plot,off,off,on,0.02283,0.158307,0.391061,0.136618,0.196648,37.423441,qwen/qwen3.5-27b,bart
plot,off,off,on,0.054768,0.266068,0.502276,0.153495,0.213961,31.009456,qwen/qwen3.5-27b,bert
plot,off,off,on,0.014137,0.177285,0.405405,0.087041,0.189189,39.334792,qwen/qwen3.5-27b,longformer_ext
plot,off,off,on,0.00959,0.095132,0.288156,0.097919,0.161172,53.221648,qwen/qwen3.5-27b,t5
table,off,off,on,0.00509,0.108762,0.302115,0.058527,0.151057,18.677448,qwen/qwen3.5-27b,bart
table,off,off,on,0.02803,0.263553,0.473029,0.092582,0.175459,15.747365,qwen/qwen3.5-27b,bert
table,off,off,on,0.017273,0.206801,0.436834,0.089939,0.187215,29.444515,qwen/qwen3.5-27b,longformer_ext
table,off,off,on,0.003885,0.097799,0.271116,0.064786,0.139729,18.393406,qwen/qwen3.5-27b,t5
table,off,off,on,0.019937,0.126317,0.355606,0.106697,0.178935,39.109078,qwen/qwen3.5-27b,bart
table,off,off,on,0.043325,0.244509,0.406396,0.12008,0.165223,8.402632,qwen/qwen3.5-27b,bert
table,off,off,on,0.036713,0.171652,0.386299,0.099142,0.176974,41.270053,qwen/qwen3.5-27b,longformer_ext
table,off,off,on,0.015916,0.114557,0.299652,0.08149,0.148664,35.840395,qwen/qwen3.5-27b,t5
plot+table,off,off,on,0.007689,0.11118,0.330294,0.091371,0.160081,26.173663,qwen/qwen3.5-27b,bart
plot+table,off,off,on,0.048987,0.2763,0.494059,0.120225,0.183865,18.079783,qwen/qwen3.5-27b,bert
plot+table,off,off,on,0.01365,0.170063,0.413547,0.076786,0.210339,34.327427,qwen/qwen3.5-27b,longformer_ext
plot+table,off,off,on,0.004971,0.102501,0.280922,0.067227,0.142558,42.65206,qwen/qwen3.5-27b,t5
plot+table,off,off,on,0.020779,0.146828,0.366516,0.106576,0.187783,41.934275,qwen/qwen3.5-27b,bart
plot+table,off,off,on,0.043069,0.24503,0.455893,0.122968,0.180663,16.702422,qwen/qwen3.5-27b,bert
plot+table,off,off,on,0.005416,0.119112,0.307071,0.044534,0.119192,39.325527,qwen/qwen3.5-27b,longformer_ext
plot+table,off,off,on,0.00989,0.101609,0.282555,0.086207,0.149877,53.8725,qwen/qwen3.5-27b,t5
plot,on,off,on,0.009507,0.130963,0.341948,0.085657,0.172962,30.261295,qwen/qwen3.5-27b,bart
plot,on,off,on,0.033257,0.267224,0.476427,0.115528,0.17866,12.719389,qwen/qwen3.5-27b,bert
plot,on,off,on,0.005532,0.1101,0.319853,0.051565,0.128676,16.670882,qwen/qwen3.5-27b,longformer_ext
plot,on,off,on,0.001873,0.083333,0.242222,0.053452,0.122222,32.152184,qwen/qwen3.5-27b,t5
plot,on,off,on,0.002484,0.091314,0.242119,0.058154,0.141236,36.889596,qwen/qwen3.5-27b,bart
plot,on,off,on,0.020001,0.24256,0.5,0.127925,0.186916,29.038493,qwen/qwen3.5-27b,bert
plot,on,off,on,0.015232,0.162372,0.364,0.066132,0.152,34.937391,qwen/qwen3.5-27b,longformer_ext
plot,on,off,on,0.001754,0.087178,0.25413,0.056051,0.144854,41.435148,qwen/qwen3.5-27b,t5
table,on,off,on,0.006494,0.123433,0.33463,0.05653,0.153696,29.489799,qwen/qwen3.5-27b,bart
table,on,off,on,0.018174,0.263172,0.418554,0.066955,0.167206,12.775,qwen/qwen3.5-27b,bert
table,on,off,on,0.017305,0.207665,0.430473,0.075556,0.184911,16.581456,qwen/qwen3.5-27b,longformer_ext
table,on,off,on,0.004441,0.116217,0.28971,0.05005,0.135864,31.541078,qwen/qwen3.5-27b,t5
table,on,off,on,0.00939,0.111693,0.301496,0.059977,0.149597,23.626565,qwen/qwen3.5-27b,bart
table,on,off,on,0.014874,0.225586,0.418482,0.103106,0.161056,21.043774,qwen/qwen3.5-27b,bert
table,on,off,on,0.010853,0.106327,0.28046,0.082949,0.126437,28.924675,qwen/qwen3.5-27b,longformer_ext
table,on,off,on,0.004109,0.091927,0.244311,0.043217,0.117365,32.695746,qwen/qwen3.5-27b,t5
plot+table,on,off,on,0.004526,0.104818,0.280851,0.066098,0.140426,27.627641,qwen/qwen3.5-27b,bart
plot+table,on,off,on,0.027661,0.267752,0.470736,0.098299,0.179987,13.262634,qwen/qwen3.5-27b,bert
plot+table,on,off,on,0.010382,0.152641,0.373239,0.056437,0.167254,16.272705,qwen/qwen3.5-27b,longformer_ext
plot+table,on,off,on,0.007029,0.108708,0.295745,0.081023,0.148936,33.71081,qwen/qwen3.5-27b,t5
plot+table,on,off,on,0.00355,0.096662,0.264524,0.049566,0.13597,42.01625,qwen/qwen3.5-27b,bart
plot+table,on,off,on,0.027794,0.211263,0.429921,0.09306,0.171654,16.842444,qwen/qwen3.5-27b,bert
plot+table,on,off,on,0.02495,0.189571,0.429767,0.095061,0.145116,35.637729,qwen/qwen3.5-27b,longformer_ext
plot+table,on,off,on,0.00331,0.109284,0.288136,0.055825,0.130751,37.806951,qwen/qwen3.5-27b,t5
plot,on,on,off,0.004866,0.095811,0.266241,0.03842,0.127796,27.959595,qwen/qwen3.5-27b,bart
plot,on,on,off,0.049002,0.25982,0.508544,0.117728,0.191388,20.572202,qwen/qwen3.5-27b,bert
plot,on,on,off,0.01472,0.134204,0.34575,0.0689,0.17192,10.872149,qwen/qwen3.5-27b,longformer_ext
plot,on,on,off,0.002424,0.101224,0.275634,0.061878,0.14333,43.585909,qwen/qwen3.5-27b,t5
plot,on,on,off,0.012798,0.106778,0.317912,0.08799,0.161329,39.90125,qwen/qwen3.5-27b,bart
plot,on,on,off,0.018057,0.201436,0.385035,0.092116,0.155885,19.105685,qwen/qwen3.5-27b,bert
plot,on,on,off,0.038498,0.175994,0.411654,0.12806,0.178571,38.449376,qwen/qwen3.5-27b,longformer_ext
plot,on,on,off,0.007049,0.111347,0.298397,0.091471,0.150432,49.59136,qwen/qwen3.5-27b,t5
table,on,on,off,0.010846,0.138076,0.349817,0.075229,0.173993,26.205215,qwen/qwen3.5-27b,bart
table,on,on,off,0.010702,0.265517,0.401241,0.060041,0.154085,14.962191,qwen/qwen3.5-27b,bert
table,on,on,off,0.012551,0.181345,0.406859,0.057767,0.165238,35.700131,qwen/qwen3.5-27b,longformer_ext
table,on,on,off,0.002224,0.092409,0.263646,0.039216,0.129763,34.162806,qwen/qwen3.5-27b,t5
table,on,on,off,0.01335,0.127278,0.306818,0.072893,0.159091,21.557985,qwen/qwen3.5-27b,bart
table,on,on,off,0.017564,0.1912,0.371758,0.082251,0.145533,12.071615,qwen/qwen3.5-27b,bert
table,on,on,off,0.016338,0.152159,0.369765,0.067554,0.165475,36.78471,qwen/qwen3.5-27b,longformer_ext
table,on,on,off,0.006062,0.091599,0.253224,0.039953,0.131301,17.868529,qwen/qwen3.5-27b,t5
plot+table,on,on,off,0.007184,0.106107,0.293634,0.069959,0.135524,26.89232,qwen/qwen3.5-27b,bart
plot+table,on,on,off,0.01853,0.253832,0.450809,0.087282,0.174346,3.929147,qwen/qwen3.5-27b,bert
plot+table,on,on,off,0.013467,0.142082,0.347435,0.072137,0.158416,30.485864,qwen/qwen3.5-27b,longformer_ext
plot+table,on,on,off,0.002119,0.082485,0.230088,0.042129,0.121681,20.625432,qwen/qwen3.5-27b,t5
plot+table,on,on,off,0.002503,0.087902,0.258065,0.062189,0.141439,36.678053,qwen/qwen3.5-27b,bart
plot+table,on,on,off,0.027719,0.2235,0.43994,0.099248,0.168168,20.400165,qwen/qwen3.5-27b,bert
plot+table,on,on,off,0.02158,0.157231,0.392786,0.088353,0.178357,35.345378,qwen/qwen3.5-27b,longformer_ext
plot+table,on,on,off,0.004284,0.082338,0.259119,0.080706,0.153459,48.859378,qwen/qwen3.5-27b,t5
plot,off,on,on,0.004839,0.094109,0.286911,0.056663,0.131937,23.893753,qwen/qwen3.5-27b,bart
plot,off,on,on,0.02613,0.230765,0.435294,0.081152,0.163399,22.121866,qwen/qwen3.5-27b,bert
plot,off,on,on,0.018162,0.156709,0.376736,0.067826,0.163194,20.299312,qwen/qwen3.5-27b,longformer_ext
plot,off,on,on,0.00507,0.105718,0.289979,0.064103,0.134328,34.012423,qwen/qwen3.5-27b,t5
plot,off,on,on,0.02429,0.151856,0.358176,0.093645,0.171301,34.842039,qwen/qwen3.5-27b,bart
plot,off,on,on,0.030054,0.259466,0.453793,0.117403,0.183448,18.324257,qwen/qwen3.5-27b,bert
plot,off,on,on,0.035571,0.188333,0.414747,0.103416,0.167742,19.557453,qwen/qwen3.5-27b,longformer_ext
plot,off,on,on,0.012764,0.104109,0.29976,0.079327,0.143885,33.662595,qwen/qwen3.5-27b,t5
table,off,on,on,0.010213,0.135557,0.332046,0.085106,0.169884,17.108824,qwen/qwen3.5-27b,bart
table,off,on,on,0.014786,0.277698,0.450331,0.087293,0.168874,16.72658,qwen/qwen3.5-27b,bert
table,off,on,on,0.013327,0.175648,0.415605,0.062201,0.179936,-0.040079,qwen/qwen3.5-27b,longformer_ext
table,off,on,on,0.008677,0.112816,0.311587,0.052683,0.148004,24.99669,qwen/qwen3.5-27b,t5
table,off,on,on,0.031918,0.150506,0.375667,0.096257,0.175027,43.693092,qwen/qwen3.5-27b,bart
table,off,on,on,0.022624,0.220259,0.381304,0.096059,0.162362,12.020177,qwen/qwen3.5-27b,bert
table,off,on,on,0.029927,0.151229,0.342466,0.054889,0.128425,40.131142,qwen/qwen3.5-27b,longformer_ext
table,off,on,on,0.024107,0.128738,0.312073,0.086758,0.159453,39.596549,qwen/qwen3.5-27b,t5
plot+table,off,on,on,0.004968,0.109177,0.313725,0.068252,0.156863,29.156872,qwen/qwen3.5-27b,bart
plot+table,off,on,on,0.027097,0.243021,0.449312,0.071429,0.163955,18.855201,qwen/qwen3.5-27b,bert
plot+table,off,on,on,0.004344,0.070174,0.169972,0.034059,0.09254,-10.332589,qwen/qwen3.5-27b,longformer_ext
plot+table,off,on,on,0.009199,0.111383,0.312564,0.079836,0.151175,24.244825,qwen/qwen3.5-27b,t5
plot+table,off,on,on,0.024198,0.147429,0.338565,0.096629,0.163677,33.133926,qwen/qwen3.5-27b,bart
plot+table,off,on,on,0.02713,0.271161,0.449118,0.122283,0.176391,16.109428,qwen/qwen3.5-27b,bert
plot+table,off,on,on,0.048269,0.168376,0.379548,0.118227,0.155359,34.328644,qwen/qwen3.5-27b,longformer_ext
plot+table,off,on,on,0.017626,0.126267,0.318605,0.100233,0.160465,45.392115,qwen/qwen3.5-27b,t5
plot,on,on,on,0.009681,0.135716,0.344344,0.080241,0.168168,31.970418,qwen/qwen3.5-27b,bart
plot,on,on,on,0.034314,0.267386,0.481203,0.097867,0.180451,13.779002,qwen/qwen3.5-27b,bert
plot,on,on,on,0.013407,0.167795,0.416298,0.094055,0.186005,24.295845,qwen/qwen3.5-27b,longformer_ext
plot,on,on,on,0.002021,0.090832,0.250554,0.057778,0.124169,32.300934,qwen/qwen3.5-27b,t5
plot,on,on,on,0.005298,0.107463,0.28125,0.06988,0.151442,29.478634,qwen/qwen3.5-27b,bart
plot,on,on,on,0.029563,0.233912,0.462733,0.118196,0.178571,25.809474,qwen/qwen3.5-27b,bert
plot,on,on,on,0.026444,0.163019,0.409369,0.120408,0.187373,47.8325,qwen/qwen3.5-27b,longformer_ext
plot,on,on,on,0.001872,0.081247,0.208651,0.045918,0.114504,30.910397,qwen/qwen3.5-27b,t5
table,on,on,on,0.007905,0.129698,0.325095,0.051429,0.155894,17.790518,qwen/qwen3.5-27b,bart
table,on,on,on,0.009946,0.285235,0.453458,0.07392,0.163287,11.348891,qwen/qwen3.5-27b,bert
table,on,on,on,0.013164,0.171351,0.401969,0.060805,0.160788,21.582963,qwen/qwen3.5-27b,longformer_ext
table,on,on,on,0.006723,0.118517,0.306613,0.056225,0.146293,21.59198,qwen/qwen3.5-27b,t5
table,on,on,on,0.006945,0.104238,0.273038,0.052452,0.14562,24.855987,qwen/qwen3.5-27b,bart
table,on,on,on,0.014004,0.20239,0.386236,0.084388,0.155899,21.62921,qwen/qwen3.5-27b,bert
table,on,on,on,0.037212,0.195883,0.451369,0.13245,0.188857,42.103194,qwen/qwen3.5-27b,longformer_ext
table,on,on,on,0.006682,0.111073,0.272941,0.061321,0.124706,33.534545,qwen/qwen3.5-27b,t5
plot+table,on,on,on,0.008378,0.125576,0.317868,0.071217,0.161895,18.767838,qwen/qwen3.5-27b,bart
plot+table,on,on,on,0.028154,0.27362,0.477313,0.090855,0.18739,13.506227,qwen/qwen3.5-27b,bert
plot+table,on,on,on,0.01512,0.208055,0.444937,0.060696,0.169993,26.655478,qwen/qwen3.5-27b,longformer_ext
plot+table,on,on,on,0.00323,0.093439,0.273396,0.044257,0.136698,30.645135,qwen/qwen3.5-27b,t5
plot+table,on,on,on,0.00803,0.124796,0.32194,0.066298,0.145535,28.674118,qwen/qwen3.5-27b,bart
plot+table,on,on,on,0.01784,0.223439,0.394346,0.100495,0.158304,16.751788,qwen/qwen3.5-27b,bert
plot+table,on,on,on,0.012828,0.14667,0.344196,0.07551,0.144603,38.165098,qwen/qwen3.5-27b,longformer_ext
plot+table,on,on,on,0.005295,0.096829,0.272506,0.063415,0.13382,35.197714,qwen/qwen3.5-27b,t5
plot,off,off,off,0.002389,0.079415,0.23702,0.076923,0.139955,22.493326,qwen/qwen3.5-27b,bart
plot,off,off,off,0.052542,0.222964,0.478873,0.13363,0.188288,30.434322,qwen/qwen3.5-27b,bert
plot,off,off,off,0.017553,0.167028,0.412478,0.071181,0.202773,19.243369,qwen/qwen3.5-27b,longformer_ext
plot,off,off,off,0.00046,0.076479,0.22069,0.046083,0.112644,26.415,qwen/qwen3.5-27b,t5
plot,off,off,off,0.012183,0.110615,0.304668,0.123153,0.181818,50.345036,qwen/qwen3.5-27b,bart
plot,off,off,off,0.052051,0.266276,0.51278,0.1616,0.220447,38.989888,qwen/qwen3.5-27b,bert
plot,off,off,off,0.008097,0.093075,0.209436,0.059977,0.119678,62.803247,qwen/qwen3.5-27b,longformer_ext
plot,off,off,off,0.004441,0.095728,0.264591,0.114434,0.163424,57.8548,qwen/qwen3.5-27b,t5
table,off,off,off,0.00766,0.129818,0.332707,0.06403,0.165414,19.631786,qwen/qwen3.5-27b,bart
table,off,off,off,0.025793,0.245957,0.418385,0.075516,0.169711,19.05641,qwen/qwen3.5-27b,bert
table,off,off,off,0.014754,0.155578,0.352013,0.079051,0.154696,27.800862,qwen/qwen3.5-27b,longformer_ext
table,off,off,off,0.003392,0.100669,0.278689,0.047228,0.139344,26.156204,qwen/qwen3.5-27b,t5
table,off,off,off,0.027,0.160959,0.379913,0.105033,0.181223,45.526938,qwen/qwen3.5-27b,bart
table,off,off,off,0.028836,0.241012,0.412234,0.107856,0.171543,18.562983,qwen/qwen3.5-27b,bert
table,off,off,off,0.053893,0.177667,0.397363,0.113208,0.173258,44.173864,qwen/qwen3.5-27b,longformer_ext
table,off,off,off,0.012998,0.100158,0.26555,0.079137,0.138756,57.147905,qwen/qwen3.5-27b,t5
plot+table,off,off,off,0.004083,0.104707,0.296989,0.062435,0.164071,38.471693,qwen/qwen3.5-27b,bart
plot+table,off,off,off,0.034839,0.218455,0.456681,0.089706,0.173275,26.300708,qwen/qwen3.5-27b,bert
plot+table,off,off,off,0.018252,0.159897,0.4115,0.111611,0.201258,26.142959,qwen/qwen3.5-27b,longformer_ext
plot+table,off,off,off,0.002547,0.093014,0.25486,0.0671,0.144708,41.449381,qwen/qwen3.5-27b,t5
plot+table,off,off,off,0.01244,0.106762,0.273277,0.075152,0.145103,38.722775,qwen/qwen3.5-27b,bart
plot+table,off,off,off,0.044671,0.267056,0.486739,0.146875,0.210608,35.858292,qwen/qwen3.5-27b,bert
plot+table,off,off,off,0.015928,0.123591,0.311587,0.062439,0.126582,43.476299,qwen/qwen3.5-27b,longformer_ext
plot+table,off,off,off,0.004636,0.080839,0.235142,0.07772,0.142119,70.811183,qwen/qwen3.5-27b,t5
plot,on,off,off,0.001904,0.09757,0.262983,0.055371,0.137017,21.469124,qwen/qwen3.5-27b,bart
plot,on,off,off,0.060033,0.255177,0.505447,0.138182,0.200436,21.322888,qwen/qwen3.5-27b,bert
plot,on,off,off,0.010241,0.145068,0.370649,0.069746,0.171214,28.965471,qwen/qwen3.5-27b,longformer_ext
plot,on,off,off,0.000281,0.070498,0.198113,0.033097,0.117925,40.054836,qwen/qwen3.5-27b,t5
plot,on,off,off,0.007222,0.109082,0.319803,0.091245,0.169742,41.396591,qwen/qwen3.5-27b,bart
plot,on,off,off,0.028225,0.220582,0.474832,0.127731,0.197987,33.527695,qwen/qwen3.5-27b,bert
plot,on,off,off,0.025802,0.164993,0.430129,0.125124,0.166501,39.047759,qwen/qwen3.5-27b,longformer_ext
plot,on,off,off,0.00116,0.086907,0.236364,0.0625,0.119481,23.267016,qwen/qwen3.5-27b,t5
table,on,off,off,0.006063,0.132278,0.330241,0.039033,0.144712,22.314001,qwen/qwen3.5-27b,bart
table,on,off,off,0.009403,0.262754,0.404092,0.062468,0.157545,10.490843,qwen/qwen3.5-27b,bert
table,on,off,off,0.016071,0.157199,0.386777,0.077815,0.168595,31.128385,qwen/qwen3.5-27b,longformer_ext
table,on,off,off,0.001942,0.093396,0.269874,0.046122,0.135983,39.749142,qwen/qwen3.5-27b,t5
table,on,off,off,0.016861,0.131626,0.329989,0.080447,0.167224,31.294406,qwen/qwen3.5-27b,bart
table,on,off,off,0.019965,0.222039,0.403173,0.100596,0.163913,19.891119,qwen/qwen3.5-27b,bert
table,on,off,off,0.027797,0.163729,0.387035,0.093601,0.160153,32.635567,qwen/qwen3.5-27b,longformer_ext
table,on,off,off,0.005234,0.088424,0.254237,0.046117,0.118644,35.286571,qwen/qwen3.5-27b,t5
plot+table,on,off,off,0.008181,0.120302,0.328267,0.077157,0.164134,29.090632,qwen/qwen3.5-27b,bart
plot+table,on,off,off,0.032232,0.239735,0.445183,0.093147,0.186047,22.918167,qwen/qwen3.5-27b,bert
plot+table,on,off,off,0.004348,0.123549,0.32381,0.061069,0.139048,38.536765,qwen/qwen3.5-27b,longformer_ext
plot+table,on,off,off,0.001404,0.081013,0.223214,0.04698,0.122768,33.3352,qwen/qwen3.5-27b,t5
plot+table,on,off,off,0.002555,0.08276,0.210526,0.040201,0.117794,35.005603,qwen/qwen3.5-27b,bart
plot+table,on,off,off,0.029007,0.21726,0.433829,0.108235,0.18011,28.892123,qwen/qwen3.5-27b,bert
plot+table,on,off,off,0.009938,0.140156,0.313448,0.064843,0.13549,40.867626,qwen/qwen3.5-27b,longformer_ext
plot+table,on,off,off,0.004016,0.092361,0.26109,0.081321,0.149556,53.644792,qwen/qwen3.5-27b,t5
plot,off,on,off,0.001384,0.068583,0.214286,0.040268,0.122768,3.557804,qwen/qwen3.5-27b,bart
plot,off,on,off,0.030856,0.209308,0.4387,0.075444,0.163959,24.079965,qwen/qwen3.5-27b,bert
