Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
milk_consumption,modeler,longformer_ext,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.070298,0.189336,0.394254,0.118305,0.173982,39.775306
milk_consumption,modeler,none,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/none.txt,0.027124,0.251742,0.245469,0.113840,0.130305,41.121822
milk_consumption,modeler,t5,mistral-medium-latest,Yes,No,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/t5.txt,0.020841,0.168201,0.384454,0.092632,0.180672,41.418582
milk_consumption,modeler,bart,mistral-medium-latest,No,No,Yes,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/bart.txt,0.016779,0.103745,0.255474,0.095122,0.148418,31.816930
milk_consumption,modeler,bert,mistral-medium-latest,No,No,Yes,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/bert.txt,0.042843,0.218869,0.440522,0.135281,0.193400,29.503266
milk_consumption,modeler,longformer_ext,mistral-medium-latest,No,No,Yes,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/longformer_ext.txt,0.033964,0.183885,0.425926,0.115028,0.198148,47.743095
milk_consumption,modeler,none,mistral-medium-latest,No,No,Yes,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/none.txt,0.034186,0.306070,0.345564,0.157543,0.184790,42.295839
milk_consumption,modeler,t5,mistral-medium-latest,No,No,Yes,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/t5.txt,0.003792,0.088584,0.227097,0.072445,0.131613,47.654132
milk_consumption,modeler,bart,mistral-medium-latest,No,No,Yes,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_milk_consumption_insights_table_rep1/02_summaries/bart.txt,0.031244,0.138972,0.338462,0.094714,0.184615,33.091841
milk_consumption,modeler,bert,mistral-medium-latest,No,No,Yes,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_milk_consumption_insights_table_rep1/02_summaries/bert.txt,0.039112,0.241571,0.414886,0.143547,0.198484,27.067388
milk_consumption,modeler,longformer_ext,mistral-medium-latest,No,No,Yes,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_milk_consumption_insights_table_rep1/02_summaries/longformer_ext.txt,0.016948,0.160893,0.332717,0.074074,0.140481,33.573273
milk_consumption,modeler,none,mistral-medium-latest,No,No,Yes,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_milk_consumption_insights_table_rep1/02_summaries/none.txt,0.020073,0.256787,0.283651,0.112717,0.151935,37.578729
milk_consumption,modeler,t5,mistral-medium-latest,No,No,Yes,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/08_milk_consumption_insights_table_rep1/02_summaries/t5.txt,0.021109,0.127240,0.322430,0.084309,0.147196,45.810412
milk_consumption,modeler,bart,mistral-medium-latest,No,No,Yes,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/bart.txt,0.029980,0.124516,0.287356,0.101382,0.158621,26.812863
milk_consumption,modeler,bert,mistral-medium-latest,No,No,Yes,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/bert.txt,0.040525,0.233418,0.417266,0.125737,0.184434,26.988028
milk_consumption,modeler,longformer_ext,mistral-medium-latest,No,No,Yes,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.056084,0.195880,0.414299,0.124885,0.175985,24.666716
milk_consumption,modeler,none,mistral-medium-latest,No,No,Yes,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/none.txt,0.029584,0.274489,0.286497,0.132639,0.151191,40.152941
milk_consumption,modeler,t5,mistral-medium-latest,No,No,Yes,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/t5.txt,0.008085,0.121653,0.284314,0.073710,0.137255,43.583571
milk_consumption,modeler,bart,mistral-medium-latest,No,Yes,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_milk_consumption_example_plot_rep1/02_summaries/bart.txt,0.023389,0.126525,0.321812,0.107527,0.174017,43.237727
milk_consumption,modeler,bert,mistral-medium-latest,No,Yes,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_milk_consumption_example_plot_rep1/02_summaries/bert.txt,0.041896,0.232919,0.471507,0.131353,0.217018,32.043811
milk_consumption,modeler,longformer_ext,mistral-medium-latest,No,Yes,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_milk_consumption_example_plot_rep1/02_summaries/longformer_ext.txt,0.074416,0.211665,0.468691,0.167300,0.214421,40.666050
milk_consumption,modeler,none,mistral-medium-latest,No,Yes,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_milk_consumption_example_plot_rep1/02_summaries/none.txt,0.038423,0.318042,0.349613,0.167172,0.185921,41.488268
milk_consumption,modeler,t5,mistral-medium-latest,No,Yes,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/10_milk_consumption_example_plot_rep1/02_summaries/t5.txt,0.005156,0.090507,0.240621,0.083009,0.129366,48.939286
milk_consumption,modeler,bart,mistral-medium-latest,No,Yes,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_milk_consumption_example_table_rep1/02_summaries/bart.txt,0.021211,0.118805,0.312139,0.095017,0.161850,37.795910
milk_consumption,modeler,bert,mistral-medium-latest,No,Yes,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_milk_consumption_example_table_rep1/02_summaries/bert.txt,0.036686,0.225293,0.401674,0.124302,0.193863,20.958851
milk_consumption,modeler,longformer_ext,mistral-medium-latest,No,Yes,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_milk_consumption_example_table_rep1/02_summaries/longformer_ext.txt,0.013782,0.130349,0.364334,0.092219,0.170662,38.370732
milk_consumption,modeler,none,mistral-medium-latest,No,Yes,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_milk_consumption_example_table_rep1/02_summaries/none.txt,0.020975,0.270074,0.294600,0.124470,0.153237,37.319451
milk_consumption,modeler,t5,mistral-medium-latest,No,Yes,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/11_milk_consumption_example_table_rep1/02_summaries/t5.txt,0.009474,0.105629,0.285030,0.079232,0.131737,37.212692
milk_consumption,modeler,bart,mistral-medium-latest,No,Yes,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_milk_consumption_example_plot_plus_table_rep1/02_summaries/bart.txt,0.044789,0.172067,0.379691,0.137168,0.194260,44.782806
milk_consumption,modeler,bert,mistral-medium-latest,No,Yes,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_milk_consumption_example_plot_plus_table_rep1/02_summaries/bert.txt,0.034131,0.237780,0.431452,0.118439,0.193548,29.172898
milk_consumption,modeler,longformer_ext,mistral-medium-latest,No,Yes,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_milk_consumption_example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.036602,0.189930,0.382739,0.120301,0.172608,38.038587
milk_consumption,modeler,none,mistral-medium-latest,No,Yes,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_milk_consumption_example_plot_plus_table_rep1/02_summaries/none.txt,0.027591,0.285140,0.290375,0.136561,0.159869,42.972496
milk_consumption,modeler,t5,mistral-medium-latest,No,Yes,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/12_milk_consumption_example_plot_plus_table_rep1/02_summaries/t5.txt,0.009394,0.108515,0.283654,0.077108,0.141827,35.366595
milk_consumption,modeler,bart,mistral-medium-latest,Yes,Yes,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_milk_consumption_role+example_plot_rep1/02_summaries/bart.txt,0.049695,0.180027,0.411829,0.155873,0.201533,46.200635
milk_consumption,modeler,bert,mistral-medium-latest,Yes,Yes,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_milk_consumption_role+example_plot_rep1/02_summaries/bert.txt,0.020755,0.267178,0.479461,0.140256,0.180471,28.614620
milk_consumption,modeler,longformer_ext,mistral-medium-latest,Yes,Yes,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_milk_consumption_role+example_plot_rep1/02_summaries/longformer_ext.txt,0.062525,0.194974,0.421348,0.136961,0.198502,36.942309
milk_consumption,modeler,none,mistral-medium-latest,Yes,Yes,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_milk_consumption_role+example_plot_rep1/02_summaries/none.txt,0.026707,0.264918,0.267503,0.126538,0.146550,42.735401
milk_consumption,modeler,t5,mistral-medium-latest,Yes,Yes,No,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/13_milk_consumption_role+example_plot_rep1/02_summaries/t5.txt,0.023131,0.140522,0.348964,0.098361,0.163577,35.537922
milk_consumption,modeler,bart,mistral-medium-latest,Yes,Yes,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/14_milk_consumption_role+example_table_rep1/02_summaries/bart.txt,0.040928,0.170369,0.386484,0.118519,0.179514,40.611104
milk_consumption,modeler,bert,mistral-medium-latest,Yes,Yes,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/14_milk_consumption_role+example_table_rep1/02_summaries/bert.txt,0.014407,0.226755,0.372267,0.087555,0.156152,20.524464
milk_consumption,modeler,longformer_ext,mistral-medium-latest,Yes,Yes,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/14_milk_consumption_role+example_table_rep1/02_summaries/longformer_ext.txt,0.060106,0.202460,0.402821,0.133438,0.184953,31.195367
milk_consumption,modeler,none,mistral-medium-latest,Yes,Yes,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/14_milk_consumption_role+example_table_rep1/02_summaries/none.txt,0.016410,0.252715,0.244460,0.094171,0.125200,40.005802
milk_consumption,modeler,t5,mistral-medium-latest,Yes,Yes,No,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/14_milk_consumption_role+example_table_rep1/02_summaries/t5.txt,0.015697,0.139965,0.334071,0.093126,0.174779,43.805893
milk_consumption,modeler,bart,mistral-medium-latest,Yes,Yes,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/15_milk_consumption_role+example_plot_plus_table_rep1/02_summaries/bart.txt,0.062225,0.208146,0.425793,0.135385,0.204708,49.398958
milk_consumption,modeler,bert,mistral-medium-latest,Yes,Yes,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/15_milk_consumption_role+example_plot_plus_table_rep1/02_summaries/bert.txt,0.014301,0.236805,0.407035,0.114465,0.159548,27.647105
milk_consumption,modeler,longformer_ext,mistral-medium-latest,Yes,Yes,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/15_milk_consumption_role+example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.051460,0.189041,0.349026,0.092683,0.162338,43.074777
milk_consumption,modeler,none,mistral-medium-latest,Yes,Yes,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/15_milk_consumption_role+example_plot_plus_table_rep1/02_summaries/none.txt,0.023985,0.248478,0.241489,0.105359,0.130277,39.870794
milk_consumption,modeler,t5,mistral-medium-latest,Yes,Yes,No,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/15_milk_consumption_role+example_plot_plus_table_rep1/02_summaries/t5.txt,0.012385,0.144623,0.323766,0.082854,0.167623,46.147667
milk_consumption,modeler,bart,mistral-medium-latest,Yes,No,Yes,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/16_milk_consumption_role+insights_plot_rep1/02_summaries/bart.txt,0.037809,0.170286,0.378924,0.134831,0.190583,39.787766
milk_consumption,modeler,bert,mistral-medium-latest,Yes,No,Yes,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/16_milk_consumption_role+insights_plot_rep1/02_summaries/bert.txt,0.026380,0.253487,0.435604,0.121540,0.167229,25.880304
milk_consumption,modeler,longformer_ext,mistral-medium-latest,Yes,No,Yes,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/16_milk_consumption_role+insights_plot_rep1/02_summaries/longformer_ext.txt,0.025742,0.118557,0.323725,0.084444,0.166297,62.556226
milk_consumption,modeler,none,mistral-medium-latest,Yes,No,Yes,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/16_milk_consumption_role+insights_plot_rep1/02_summaries/none.txt,0.027159,0.263420,0.259352,0.123253,0.141646,39.090464
milk_consumption,modeler,t5,mistral-medium-latest,Yes,No,Yes,plot,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/16_milk_consumption_role+insights_plot_rep1/02_summaries/t5.txt,0.016538,0.138447,0.348023,0.104190,0.171751,38.793308
milk_consumption,modeler,bart,mistral-medium-latest,Yes,No,Yes,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/17_milk_consumption_role+insights_table_rep1/02_summaries/bart.txt,0.032583,0.128384,0.310195,0.095652,0.154013,27.726116
milk_consumption,modeler,bert,mistral-medium-latest,Yes,No,Yes,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/17_milk_consumption_role+insights_table_rep1/02_summaries/bert.txt,0.017065,0.238887,0.400699,0.115452,0.158416,29.012928
milk_consumption,modeler,longformer_ext,mistral-medium-latest,Yes,No,Yes,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/17_milk_consumption_role+insights_table_rep1/02_summaries/longformer_ext.txt,0.057118,0.178195,0.362381,0.096802,0.167386,44.552630
milk_consumption,modeler,none,mistral-medium-latest,Yes,No,Yes,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/17_milk_consumption_role+insights_table_rep1/02_summaries/none.txt,0.015334,0.236228,0.224936,0.083583,0.116110,39.372185
milk_consumption,modeler,t5,mistral-medium-latest,Yes,No,Yes,table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/17_milk_consumption_role+insights_table_rep1/02_summaries/t5.txt,0.016115,0.155078,0.376176,0.090052,0.171369,43.398543
milk_consumption,modeler,bart,mistral-medium-latest,Yes,No,Yes,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/bart.txt,0.053622,0.175410,0.389884,0.135164,0.187566,41.581941
milk_consumption,modeler,bert,mistral-medium-latest,Yes,No,Yes,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/bert.txt,0.022687,0.244891,0.393152,0.127660,0.165289,24.238149
milk_consumption,modeler,longformer_ext,mistral-medium-latest,Yes,No,Yes,plot+table,1,results/chains/mistral-medium-latest_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260311_111500_470504/bundles/18_milk_consumption_role+insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.055530,0.147585,0.314647,0.072464,0.159132,29.834890
